Time,RAINRATE,Q2D,T2D,U2D,V2D,LWDOWN,SWDOWN,PSFC
2016-01-01 00:00:00,0.0,0.0036773780716396177,278.7632942720677,4.8570855331479015,-2.199522727510183,271.3558740160172,0.0,101656.7497998862
2016-01-01 01:00:00,0.0,0.003654374476375234,278.5756003753467,5.107984737558659,-2.4994921768480407,273.20671530664544,0.0,101695.64977441596
2016-01-01 02:00:00,0.0,0.0036637615377466837,278.14205015221404,5.37410312410826,-2.8023809094827175,274.5086420585242,0.0,101666.57196853161
2016-01-01 03:00:00,0.0,0.0036628338003188766,278.1300529435255,5.649382060857349,-3.0901051240402726,283.7385166158538,0.0,101691.91066691556
2016-01-01 04:00:00,0.0,0.003544952953683877,277.7371792281575,5.387277540413597,-2.931822693186915,283.0091422479952,0.0,101638.61175172165
2016-01-01 05:00:00,0.0,0.0033529694412728637,277.4109217309003,5.131822725969469,-2.7760640760645026,282.10968638449805,0.0,101669.11098690674
2016-01-01 06:00:00,0.0,0.0032445074773038273,276.74156714584075,4.899522767743319,-2.6076717016587083,268.541423582402,0.0,101609.17425480403
2016-01-01 07:00:00,0.0,0.003223846633033808,276.62758419992105,4.807984733088311,-2.5394979793781327,269.09745787092044,0.0,101596.81813004788
2016-01-01 08:00:00,0.0,0.0029861971427541665,276.3641427344605,4.744820628612703,-2.439975283160388,268.12590235955787,0.0,101610.8529519815
2016-01-01 09:00:00,0.0,0.00306252345939328,276.52527588949306,4.673205931344872,-2.354227322863161,284.47403398923666,0.0,101585.8135996405
2016-01-01 10:00:00,0.0,0.003208656747406437,276.3952265370947,5.339975326373755,-2.287246939087506,285.16179883948615,0.0,101601.59454844048
2016-01-01 11:00:00,0.0,0.0032713016149182733,276.3380071529851,5.9944987800772855,-2.2079846943452917,285.1338022910012,0.0,101572.56436875142
2016-01-01 12:00:00,0.0,0.0032445074773038273,276.51351391400163,6.644820656924909,-2.1399752786900397,288.7656203660046,0.0,101556.94126367984
2016-01-01 13:00:00,0.0,0.0032788663991169783,276.77195532729405,6.744820658415025,-2.187277492729881,288.44141150920507,70.58933430091392,101558.60038208733
2016-01-01 14:00:00,0.0,0.0034501112658296067,277.7536365245934,6.831822751301444,-2.231822682756102,292.14636924811214,160.07305024770906,101612.71230689481
2016-01-01 15:00:00,0.0,0.0034457432600977674,278.2239354075836,6.908149071006074,-2.2732058955820844,291.916397152032,275.84311590291765,101553.15433806402
2016-01-01 16:00:00,0.0,0.003413920611402322,278.6858765701635,6.799522796055524,-1.654227312432348,292.05588756261795,340.2884197867338,101465.6251591118
2016-01-01 17:00:00,0.0,0.00331753871827017,279.17097008688444,6.631822748321212,-1.0318226648747089,291.59566473035454,358.71685092669986,101356.10178184566
2016-01-01 18:00:00,0.0,0.0034501112658296067,279.151568642942,6.500000096857548,-0.40814897414852513,300.82007298369444,310.75668271696526,101305.83655999554
2016-01-01 19:00:00,0.0,0.0033081488844957595,279.0604194235032,6.699522794565408,0.09185103330205545,299.52122357044664,243.36283481198632,101168.92901956581
